QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,resp_A,resp_B,resp_C,resp_D,total_responses,pct_A,pct_B,pct_C,pct_D
1501,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,D,"Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)",\( t+1 \),\( t+\frac{1}{2} \),\( t-\frac{1}{2} \),Does not simplify,,1256.0,2398.0,,20,624,63,119,826,2.4213075060532687,75.54479418886199,7.627118644067797,14.40677966101695
1502,2907,Interpret discrete data using a line graph,117,Time Series and Line Graphs,C,"This graph shows the amount of potatoes consumed by a restaurant in a week.

How many potatoes were consumed on Friday? ![Graph of potatoes consumed with kilos against day of week]()",\( 3 \mathrm{~kg} \),\( 10 \mathrm{~kg} \),\( 15 \mathrm{~kg} \),\( 25 \mathrm{~kg} \),445.0,,,,37,21,181,19,258,14.34108527131783,8.13953488372093,70.15503875968993,7.3643410852713185
1503,218,Round numbers to two decimal places,214,Rounding to Decimal Places,D,"Two different numbers are equal to \( 7.46 \) to two decimal places.
The numbers could be....","\( 7.4651 \)
and
\( 7.4559 \)","\( 7.4628 \)
and
\( 7.4528 \)","\( 7.463 \)
and
\( 6.461 \)","\( 7.4608 \)
and
\( 7.4551 \)",1402.0,1988.0,,,17,75,14,38,144,11.805555555555555,52.083333333333336,9.722222222222223,26.38888888888889
1504,483,Raise a positive integer to a positive integer power,247,Laws of Indices,B,Which of the following is a power of \( 4 \) ?,\( 44 \),\( 64 \),\( 400 \),\( 8 \),968.0,,968.0,968.0,17,5,344,8,374,4.545454545454546,1.3368983957219251,91.97860962566845,2.13903743315508
1505,1903,Construct a triangle using Angle-Side-Angle,191,Construct Triangle,D,Which of the following best describes how to construct a triangle with side length \( 7 \mathrm{~cm} \) with angles of \( 40^{\degree} \) and \( 50^{\degree} \) either side?,"- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Draw a line \( 50 \mathrm{~cm} \) long that starts at the same end of the line and goes through the dot.
- Join up the end of this line with the other end of the \( 7 \mathrm{~cm} \) line.","- Draw a line \( 7 \mathrm{~cm} \) long
- Set the compass width to \( 40 \mathrm{~cm} \) and draw an arc from one end of the line
- Set the compass width to \( 50 \mathrm{~cm} \) and draw an arc from the other end of the line
- Join up the ends of the line to the intersection of the arcs with straight lines","- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the same end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle","- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the other end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle",,,796.0,,7,19,39,315,380,1.8421052631578945,5.0,10.263157894736842,82.89473684210526
1506,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,D,Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \),\( -8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( 8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( \frac{-8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0,1044.0,1044.0,,18,178,12,15,223,8.071748878923767,79.82062780269058,5.381165919282512,6.726457399103139
1507,579,Express one quantity as a percentage of another mentally,233,Percentages of an Amount,D,What is \( 6 \) out of \( 25 \) as a percentage?,\( 12 \% \),\( 30 \% \),\( 62.5 \% \),\( 24 \% \),658.0,,1786.0,,48,31,371,14,464,10.344827586206897,6.68103448275862,79.95689655172413,3.0172413793103448
1508,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,A,\( 3+6 \div 2+1= \),\( 7 \),\( 3 \),\( 5.5 \),\( 5 \),,15.0,1507.0,,8,5,2,80,95,8.421052631578947,5.263157894736842,2.1052631578947367,84.21052631578947
1509,1484,"Solve linear equations with the variable appearing on both sides, involving positive fractions",64,Linear Equations,D,Find \( d \) in the following equation \( \frac{5 d-2}{3}=2 d-1 \),\( d=-1 \),\( d=\frac{5}{13} \),\( d=\frac{3}{13} \),\( d=1 \),1294.0,,,,181,484,145,240,1050,17.238095238095237,46.095238095238095,13.80952380952381,22.857142857142858
1510,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,C,"Work out:
\[
0.04 \times 21
\]",\( 8.4 \),\( 8.04 \),\( 0.84 \),\( 0.084 \),2350.0,2288.0,,1035.0,3,68,7,13,91,3.296703296703297,74.72527472527473,7.6923076923076925,14.285714285714285
1511,3509,Read values from piecewise functions,1212,Other Graphs-Others,A,"Tom has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
P \text { for } 0 \leq x<Q \\
2.5 \text { for } 2 \leq x<4 \\
1 \text { for } 4 \leq x \leq 6
\end{array}\right.
\)

What are the values of \( P \) and Q? ![The graph is three separate horizontal lines. It goes from (0,3.5) to (2, 3.5), then (2, 2.5) to (4, 2.5) and the last section is from (4, 1) to (6, 1)]()",\( \begin{array}{c}P=3.5 \\ Q=2\end{array} \),\( \begin{array}{c}P=2 \\ Q=3.5\end{array} \),\( \begin{array}{l}P=0 \\ Q=2\end{array} \),\( \begin{array}{c}P=0 \\ Q=3.5\end{array} \),,11.0,,,7,99,9,16,131,5.343511450381679,75.57251908396947,6.870229007633588,12.213740458015266
1512,857,Use the order of operations to carry out calculations involving roots,33,BIDMAS,A,\( \sqrt{8^{2}}= \),\( 8 \),\( 64 \),\( 4 \),\( 16 \),,657.0,2316.0,2175.0,70,35,308,24,437,16.018306636155607,8.009153318077804,70.48054919908466,5.491990846681922
1513,414,Order fractions whose denominators are multiples of the same number ,228,Ordering Fractions,A,"In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?",Chocolate,Vanilla,Lemon,There is the same amount of each.,,684.0,684.0,684.0,15,9,84,15,123,12.195121951219512,7.317073170731707,68.29268292682927,12.195121951219512
1514,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,D,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,329.0,2092.0,329.0,,5,222,20,23,270,1.8518518518518516,82.22222222222221,7.4074074074074066,8.518518518518519
1515,2740,Given a situation sketch an appropriate displacement-time graph,58,Real Life Graphs,D,"John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?","![The graph has three sections.
The first section is a horizontal line, then a sloped line with negative gradient. The last section is a horizontal line.]()","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with steep, positive, uphill gradient, then a horizontal line. The third section is a sloped line with gentle, negative gradient that ends when it touches the horizontal axis.]()","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]()","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()",,601.0,211.0,,2,10,56,5,73,2.73972602739726,13.698630136986301,76.71232876712328,6.8493150684931505
1516,2035,Complete multi-step conversions of length that use multiplication,195,Length Units,C,How many millimetres in \( 100 \) kilometres?,One hundred thousand,One million,One hundred million,One billion,205.0,526.0,,2333.0,4,4,35,2,45,8.88888888888889,8.88888888888889,77.77777777777779,4.444444444444445
1517,1276,Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables,251,Simplifying Expressions by Collecting Like Terms,B,Which of the following is a correct simplification of: \( 4 x^{2}+2 x-x \),\( 5 x^{3} \),\( 4 x^{2}+x \),\( 4 x^{2}+3 x \),Cannot be simplified,,,2046.0,,124,521,72,32,749,16.555407209612817,69.55941255006675,9.612817089452603,4.2723631508678235
1518,2456,Identify the net of a non-prism,85,Nets,C,Which is the correct net for this shape? ![A 3D image of a triangular prism](),![Net showing 3 rectangles and two triangles](),![\( \theta \)](),![Net showing four triangles](),![None of the above](),1783.0,690.0,,690.0,170,582,230,318,1300,13.076923076923078,44.76923076923077,17.692307692307693,24.461538461538463
1519,1137,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,171,Linear Sequences (nth term),A,"Tom and Katie are discussing this sequence. ![3 consecutive patterns of a sequence are shown. The first pattern is a green triangle inside a square shape that is made from 4 separate red sticks. The second term is Pattern 1 but with 1 more green triangle and 3 more red sticks so that the 2 triangles are enclosed by squares made from red sticks. The third term is Pattern 2 but with 1 more green triangle and 3 more red sticks so that the 3 triangles are enclosed by squares made from red sticks.]() Tom says the number of triangles in the \( 6^{\text {th }} \) term will be 
double the number of triangles in the \( 3^{\text {rd }} \) term.

Katie says the number of sticks in the \( 6^{\text {th }} \) term will be 
double the number of sticks in the \( 3^{\text {rd }} \) term.

Who do you agree with?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,2386.0,,86,6,19,11,122,70.49180327868852,4.918032786885246,15.573770491803279,9.01639344262295
1520,1328,Identify vertical reflections in the form f(x) = for non-trigonometric functions,164,Transformations of functions in the form f(x),C,"What transformation maps the graph of
\(y=3 x-7\)
to the graph of
\(y=7-3 x\)","Reflection in the line
\[
y=x
\]","Reflection in the line
\[
y=-x
\]","Reflection in the
\[
x \text {-axis }
\]","Reflection in the
\[
y \text {-axis }
\]",47.0,1303.0,,594.0,11,25,20,3,59,18.64406779661017,42.3728813559322,33.89830508474576,5.084745762711865
1521,2612,"Calculate missing lengths of shapes by geometrical inference, where the lengths involve algebraic expressions",655,Missing Lengths,B,"What length replaces the \( \color{green}\bigstar \) ? ![A diagram showing a compound shape. It is an L shape rotated 90 degrees clockwise. The top full width is 3x+4, the partial width to the right is x+4. The left full height is 5, the partial height on the right is 3. There is a green star on the left partial width at the bottom of the diagram.]()",\( 3 \),\( 2 x \),\( 4 x+16 \),Not enough information,2504.0,,,1527.0,58,201,41,8,308,18.83116883116883,65.25974025974025,13.311688311688311,2.5974025974025974
1522,2849,Interpret a bar chart,106,Block Graphs and Bar Charts,C,"![A bar chart with blue bars. The x-axis is labelled with fruits and the y-axis is titled ""Number of Children"" and its scale is from 0 to 60 in steps of 10. The bars represent the following numbers of children: Banana, 20; Apple, 40; Kiwi Fruits, 50; Orange, 30; Pineapple, 25.]() Which of the following statements is true?",Banana is the most popular fruit,Only pineapple is liked less than oranges,Kiwi is the most popular fruit,Apple is the third most popular fruit,1118.0,,,,303,136,841,257,1537,19.71372804163956,8.848405985686401,54.71698113207547,16.72088484059857
1523,1443,Recognise if two linear expressions are in an appropriate form to be added or subtracted,63,Simultaneous Equations,C,"Tom and Katie are discussing whether simultaneous equations are in an appropriate form to be added or subtracted, or whether they need transforming first. Tom says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
5 x+3 y=18
\end{array}
\) Katie says these equations are in an appropriate form
\(
\begin{array}{l}
2 x-3 y=10 \\
2 x+y=4
\end{array}
\) Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1146.0,370.0,,,6,6,26,10,48,12.5,12.5,54.166666666666664,20.833333333333336
1524,3403,Given a situation sketch an appropriate non linear real life graph,58,Real Life Graphs,D,"\( p \) increases slowly at first, then quickly, then slowly again
Which of the following sketches best shows this?","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards, gradually getting more steep as you move right.]()","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off.]()","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()","![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()",,,601.0,,44,2,4,5,55,80.0,3.6363636363636362,7.2727272727272725,9.090909090909092
1525,1431,Factorise a quadratic expression in the form x² - bx - c,53,Factorising into a Double Bracket,B,"When \( x^{2}-x-12 \) is factorised, what will appear in the box below ![\( (x+3) \)]()",\( (x+9) \),\( (x-4) \),\( (x+4) \),\( (x-15) \),,,,2256.0,16,57,15,17,105,15.238095238095239,54.285714285714285,14.285714285714285,16.19047619047619
1526,427,Add proper fractions with different denominators which do not share a common factor,230,Adding and Subtracting Fractions,B,"The fractions in the two circles below add to give the fraction in the circle above.

What should replace the question mark? ![Two circles containing the fractions 3/5 and 2/7, both linked to a third circle above]()",\( \frac{11}{35} \),\( \frac{31}{35} \),\( \frac{5}{12} \),\( \frac{5}{35} \),234.0,,217.0,2234.0,436,122,129,54,741,58.83940620782726,16.464237516869098,17.408906882591094,7.28744939271255
1527,1662,Label angles using correct 3-letter notation (e.g. angle ADB),73,"Types, Naming and Estimating",C,Which of the following correctly describes the marked angle? ![An image of square ABCE and three triangles attached to it.  The marked angle is between the lines EG and GH.](),EGCE,HCE,\( \mathrm{EGH} \),CGE,33.0,1942.0,,1942.0,3,5,1,60,69,4.3478260869565215,7.246376811594203,1.4492753623188406,86.95652173913044
1528,1274,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,251,Simplifying Expressions by Collecting Like Terms,A,"Simplify the following by collecting like terms.
\[
10 t-4 h-15 t+4 h
\]",\( -5 t \),\( 0-5 t \),\( 0 h-5 t \),\( h-5 t \),,2148.0,,528.0,10,60,17,8,95,10.526315789473683,63.1578947368421,17.894736842105264,8.421052631578947
1529,325,Answer decimal problems that require the use of BIDMAS,33,BIDMAS,C,\( 0.4-\frac{1}{5} \times 3= \),\( 0.2 \),\( 0.6 \),\( -0.2 \),\( 0.06 \),1510.0,1507.0,,,8,4,84,1,97,8.24742268041237,4.123711340206185,86.5979381443299,1.0309278350515463
1530,1279,"Multiply algebraic terms, where both are linear versions of different letters (e.g. 4a x 2b)",50,Expanding Single Brackets,A,What is the answer to \( 4 c \times 5 d \) ?,\( 20 c d \),\( 45 c d \),\( 20 c d^{2} \),\( 9 c d \),,261.0,1172.0,2085.0,1003,74,200,90,1367,73.3723482077542,5.4133138258961235,14.630577907827359,6.583760058522311
1531,2637,Solve length problems involving similar shapes where the missing length is the shorter one,90,Length Scale Factors in Similar Shapes,B,"These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The bigger one has sides 9 cm and 7.5 cm. On the smaller triangle, the side corresponding to the 9 cm is 6 cm, and the side corresponding to the 7.5 cm is marked with a star.]()",\( 3.75 \mathrm{~cm} \),\( 5 \mathrm{~cm} \),\( 4.5 \mathrm{~cm} \),Not enough information,1956.0,,912.0,2555.0,13,23,51,24,111,11.711711711711711,20.72072072072072,45.94594594594595,21.62162162162162
1532,88,Recognise and use efficient strategies for mental addition,203,Mental Addition and Subtraction,B,"This is how Ron calculates the answer to \( 46+28 \) mentally ![Cartoon picture of a boy's head with 2 thought bubbles:
First thought bubble says: ""46+20 is equal to 66""
Second thought bubble says: ""Then I am going to add on the 8.  66+8=74""]() Ron uses the same method to calculate \( 38+45 \). 
Which of the following shows how he would do this?",\( \begin{array}{c}38+5=43 \\ 43+40=83\end{array} \),\( \begin{array}{c}30+40=70 \\ 8+5=13 \\ 70+13=83\end{array} \),\( \begin{array}{c}38+40=78 \\ 78+5=83\end{array} \),\( \begin{array}{c}8+5=13 \\ 30+13=43 \\ 43+40=83\end{array} \),2438.0,,2438.0,2438.0,69,182,348,56,655,10.534351145038167,27.78625954198473,53.12977099236641,8.549618320610687
1533,1400,"Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",410,Distance Between Two Co-ordinates,A,"Natalie is working out the distance between these two points. She has worked out the lengths of the triangle.
What is the distance? ![The image is of two points (-7, -3) and (4,2) joined by a sloped straight line, and then a horizontal and vertical line to create a right-angled triangle. The horizontal line is marked 11 and the vertical line is marked 5.]()",\( \sqrt{146} \),\( 55 \),\( \sqrt{32} \),\( \sqrt{96} \),,1658.0,2316.0,2517.0,321,843,152,46,1362,23.568281938325992,61.89427312775331,11.16005873715125,3.3773861967694567
1534,198,Divide integers of 3 or more digits using long division,208,Written Division,A,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 771, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",\( 7 \),\( 2 \),\( 0 \),\( 1 \),,,339.0,,122,28,1052,97,1299,9.39183987682833,2.155504234026174,80.98537336412626,7.467282525019246
1535,1655,Identify reflex angles,73,"Types, Naming and Estimating",C,"An angle measures \( 192^{\degree} \).
This means it is...",Acute,Obtuse,Reflex,A right angle,1202.0,599.0,,219.0,97,303,37,30,467,20.770877944325484,64.88222698072805,7.922912205567452,6.423982869379015
1536,2758,Calculate the mean as an average from a list of data,102,"Averages (mean, median, mode) from a List of Data",B,"What is the mean of the following numbers?

\[
2,2,3,5,8
\]",\( 20 \),\( 4 \),\( 3 \),\( 2 \),631.0,,2457.0,377.0,384,157,146,165,852,45.07042253521127,18.427230046948356,17.136150234741784,19.366197183098592
1537,297,Order decimals with a different number of digits,222,Ordering Decimals,A,"Tom and Katie are discussing how to order decimals
Tom says \( 0.06 \) is greater than \( 0.006 \)
Katie says \( 0.5 \) is greater than \( 0.6087 \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,2237.0,,1365.0,63,56,483,44,646,9.75232198142415,8.6687306501548,74.76780185758514,6.811145510835913
1538,2566,Calculate the area of a parallelogram where the dimensions are given in the same units,75,Area of Simple Shapes,C,What is the area of this shape? ![A parallelogram drawn on a square grid in purple with an area of 9 square units. The base is length 3 squares and the perpendicular height is also length 3 squares.](),\( 12 \),\( 8 \),\( 9 \),\( 6 \),2345.0,584.0,,1996.0,145,291,238,1935,2609,5.557684936757378,11.153698735147566,9.122269068608663,74.1663472594864
1539,2869,Interpret a pie chart,109,Pie Chart,B,"People from Iceland were asked to pick their favourite from: lamb, fish and hotdog. A pie chart was made and \( 90 \) degrees represented fish.
What does this mean?",Fish are the least preferred food from the list,\( 25 \% \) of the people picked fish as their favourite food,Lamb is the most preferred food from the list,\( 90 \% \) of the people prefer fish,603.0,,603.0,248.0,34,44,22,151,251,13.545816733067728,17.52988047808765,8.764940239043826,60.1593625498008
1540,984,"Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",265,Plotting Quadratics from Tables of Values,B,"This is part of a table of values for
\[y=x^{2} -2 x+1\] \begin{tabular}{|c|c|}
\hline\( x \) & \( -1 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?",\( -2 \),\( 4 \),\( 2 \),\( 0 \),1597.0,,82.0,,387,53,20,44,504,76.78571428571429,10.515873015873016,3.968253968253968,8.73015873015873
1541,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,B,"One of these quadratic equations will give exactly one solution.
Which one?",\( \frac{-3 \pm \sqrt{11}}{5} \),\( \frac{-3 \pm \sqrt{0}}{5} \),\( \frac{-3 \pm \sqrt{-16}}{5} \),\( \frac{-3 \pm \sqrt{16}}{-5} \),2577.0,,1487.0,2577.0,237,259,379,713,1588,14.924433249370278,16.309823677581864,23.866498740554157,44.8992443324937
1542,469,Understand the notation for powers,245,"Squares, Cubes, etc",B,To calculate \( 47^{2} \) you need to do...,\( 47 \div 2 \),\( 47 \times 47 \),\( 47+2 \),\( 47 \times 2 \),960.0,,952.0,1072.0,28,94,793,228,1143,2.4496937882764653,8.223972003499561,69.37882764654418,19.94750656167979
1543,2593,Calculate the perimeter of a rectilinear shape by adding lengths expressed in the same units,179,Compound Area,A,What is the perimeter of this composite shape made from rectangles? ![A composite shape made from three rectangles that form upside down step structure.  The base of the shape is horizontal and is 12m long. The vertical height of the whole shape is 27m. The horizontal width of the top part of the shape is 32m. The horizontal width of the top step is 15m. The vertical height of the top rectangle is 9m. The vertical height of the bottom rectangle is 10m. ](),\( 118 \mathrm{~m} \),\( 121 \mathrm{~m} \),\( 130 \mathrm{~m} \),\( 105 \mathrm{~m} \),,1527.0,1527.0,1706.0,13,203,15,58,289,4.498269896193772,70.24221453287197,5.190311418685121,20.069204152249135
1544,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,C,"Kate and Isaac share some sweets in the ratio \( 3: 2 \)

Kate receives \( 60 \) sweets.

How many sweets does Isaac receive?",\( 20 \),\( 24 \),\( 40 \),\( 90 \),1659.0,624.0,,,15,5,33,3,56,26.785714285714285,8.928571428571429,58.92857142857143,5.357142857142857
1545,98,"Carry out, interpret and represent subtraction using the part-whole model",33,BIDMAS,A,"\[
8+12 \div 4 \square(8+12) \div 4
\]
Which symbol belongs in the box?",\( > \),\( < \),\( = \),\( \geq \),,1880.0,1507.0,1828.0,20,21,38,418,497,4.0241448692152915,4.225352112676056,7.645875251509055,84.10462776659959
1546,1804,Find missing angles in an isosceles triangle,439,Angles in Triangles,D,What is value of the shaded angle in this diagram? ![[not to scale]](),\( 80^{\circ} \),\( 140^{\circ} \),\( 70^{\circ} \),\( 110^{\circ} \),154.0,154.0,,,201,18,24,34,277,72.56317689530685,6.4981949458483745,8.664259927797833,12.274368231046932
1547,1270,Describe the meaning algebraic terms with powers,70,Writing Expressions,D,"Which of the following means the same as
\(a^{2} b\)",\( a \times b \times b \),\( 2 \times a \times b \),\( a \times b \times a \times b \),\( a \times a \times b \),,2316.0,452.0,,17,5,20,8,50,34.0,10.0,40.0,16.0
1548,415,Order fractions whose denominators are not multiples of the same number ,228,Ordering Fractions,D,Which diagram represents the largest fraction?,"![An equilateral triangle divided into 4 smaller equilateral triangles that are identical to each other in size and shape. 2 of the smaller triangles are shaded orange, the rest are white.]()","![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top rectangle, of the 3, is shaded orange, the rest are white.]()","![A rectangle divided into a grid of 30 smaller rectangles (5 high by 6 wide) that are identical to each other in size and shape. 8 of these smaller rectangles are shaded orange, the rest are white.]()","![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top 2 rectangles, of the 3, are shaded orange, the other is white.]()",,1376.0,1212.0,,111,946,73,69,1199,9.257714762301918,78.89908256880734,6.0884070058381985,5.754795663052543
1549,3192,Identify when rounding a calculation will give an over or under approximation,216,Estimation,C,"Jo and Paul are discussing how to estimate the answer to
\[
188.945 \div 15.3382
\]

Jo says \( 200 \div 15.3382 \) would give an overestimate.

Paul says \( 188.945 \div 15 \) would give an overestimate.

Who is correct?",Only Jo,Only Paul,Both Jo and Paul,Neither is correct,152.0,2461.0,,,25,25,193,899,1142,2.189141856392294,2.189141856392294,16.90017513134851,78.7215411558669
1550,547,Multiplication law of indices with positive integer powers and a different base number,245,"Squares, Cubes, etc",A,"Tom and Katie are arguing about \( 4^{2} \times 2^{2} \)
Tom says \( 4^{2} \times 2^{2}=64 \)
Katie says \( 4^{2} \times 2^{2}=8^{4} \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,2084.0,,111,3,2,4,120,92.5,2.5,1.6666666666666667,3.3333333333333335
1551,3406,Substitute into simple formulae given in words,67,Substitution into Formula,A,"A quick way to change approximately from miles to kilometers is to divide the number of miles by \( 3 \) and then multiply by \( 5 \).
Using this method, how many kilometres are equal to \( 15 \) miles?",\( 25 \),\( 9 \),\( 17 \),\( 15 \),,,2273.0,643.0,112,149,22,669,952,11.76470588235294,15.65126050420168,2.3109243697478994,70.27310924369748
1552,3436,Order numbers in standard form that are between 0 and 1 ,47,Standard Form,B,"Tom and Katie are discussing standard form.

Tom says \( 9.3 \times 10^{5}>2.3 \times 10^{6} \)

Katie says \( 9.3 \times 10^{-5}>2.3 \times 10^{-6} \)

Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,,1124.0,,347,41,49,53,490,70.81632653061224,8.36734693877551,10.0,10.816326530612246
1553,1804,Find missing angles in an isosceles triangle,439,Angles in Triangles,D,"This is an isosceles triangle.
Calculate the size of angle \( p \). ![An isosceles triangle with one angle labelled 56 degrees and one angle labelled p [not to scale]]()",\( 56^{\circ} \),\( 68^{\circ} \),\( 124^{\circ} \),Not enough information,97.0,97.0,793.0,,400,18,24,35,477,83.85744234800838,3.7735849056603774,5.031446540880504,7.337526205450734
1554,3416,Convert between l and  cm³,197,Volume and Capacity Units,C,"Complete this statement:
\( 5 \) litres \( = \) ________\( \mathrm{cm}^{3} \)",\( 5 \),\( 500 \),\( 5000 \),\( 50 \),273.0,474.0,,1863.0,22,21,16,70,129,17.05426356589147,16.27906976744186,12.4031007751938,54.263565891472865
1555,161,Understand the non-commutativity of division,204,Mental Multiplication and Division,B,"Tom and Katie want to share £2 between \( 4 \) people.
Tom says you would calculate the amount each person gets by doing \( 4 \div 2 \)
Katie says you would calculate the amount each person gets by doing \( 2 \div 4 \)
Who do you agree with?",Only Tom,Only Katie,Both of them,Neither of them,2359.0,,2359.0,,52,36,27,541,656,7.926829268292683,5.487804878048781,4.115853658536586,82.46951219512195
1556,2610,"Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",179,Compound Area,D,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that makes a backwards ""L"" shape from 2 rectangles.  The base of the shape is horizontal and is 11cm long. The vertical height of the whole shape is 12cm. The horizontal width of the top part of the shape is 5cm. The vertical height of the bottom rectangle is labelled 4cm. The left handed rectangle is shaded blue.]()",\( 44 \mathrm{~cm}^{2} \),\( 22 \mathrm{~cm}^{2} \),\( 28 \mathrm{~cm}^{2} \),\( 24 \mathrm{~cm}^{2} \),1148.0,1148.0,1148.0,,34,17,151,26,228,14.912280701754385,7.456140350877193,66.22807017543859,11.403508771929824
1557,2650,"Reflect an object or a point in a vertical line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,A,"Which is the correct point for \( \mathrm{E} \) when reflected in the line \( x=0 \) ? ![A 4 quadrant, coordinate grid with a triangle drawn on it with the coordinates (-4,1) (-1,1) and (-2,3). E is the point (-2,3)]()","A is the coordinate (2,3)","B is the coordinate (-2,-3)","C is the coordinate (2,-3)",None of these,,898.0,772.0,,1,1,39,1,42,2.380952380952381,2.380952380952381,92.85714285714286,2.380952380952381
1558,2390,Identify a rhombus from a description of the properties,88,Properties of Quadrilaterals,B,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says rectangle
Katie says rhombus
Who do you agree with?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,551.0,,551.0,551.0,10,52,8,157,227,4.405286343612335,22.90748898678414,3.524229074889868,69.16299559471366
1559,2633,Identify congruence in shapes other than triangles,274,Congruency in Other Shapes,A,"Tom and Katie are discussing congruent shapes Tom says these two shapes are congruent ![Two identical 6-sided ""L shape"" polygons. One of the polygons has been rotated through 90 degrees.]() Katie says these two shapes are congruent ![Two 6-sided ""L shape"" polygons. One of the polygons has a wider upright section than the other.]() Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,,2312.0,2312.0,1318.0,9,226,18,11,264,3.4090909090909087,85.60606060606061,6.8181818181818175,4.166666666666666
